n,scenario,spp,value
43,scenario2_alt,COYE,440919
43,scenario2_alt,LAZB,11840
43,scenario2_alt,NUWO,22943
43,scenario2_alt,SOSP,1512069
43,scenario2_alt,SPTO,305363
43,scenario2_alt,YBCH,69414
43,scenario2_alt,YEWA,24837
43,scenario2_alt,TOTAL,1836461
43,scenario3_alt,ATFL,80131
43,scenario3_alt,BHGR,71001
43,scenario3_alt,COYE,478160
43,scenario3_alt,LAZB,24063
43,scenario3_alt,NUWO,59905
43,scenario3_alt,SOSP,1532411
43,scenario3_alt,SPTO,380029
43,scenario3_alt,YBCH,72878
43,scenario3_alt,YEWA,29334
43,scenario3_alt,TOTAL,1926982
44,baseline,ATFL,50923
44,baseline,BHGR,22039
44,baseline,COYE,403829
44,baseline,LAZB,437855
44,baseline,NUWO,19152
44,baseline,SOSP,1633883
44,baseline,SPTO,341326
44,baseline,YBCH,722
44,baseline,YEWA,260500
44,baseline,TOTAL,2248797
44,scenario1,ATFL,85859
44,scenario1,BHGR,54608
44,scenario1,COYE,445723
44,scenario1,LAZB,438244
44,scenario1,NUWO,56992
44,scenario1,SOSP,1618974
44,scenario1,SPTO,442239
44,scenario1,YBCH,722
44,scenario1,YEWA,249877
44,scenario1,TOTAL,2306787
44,scenario2_alt,ATFL,46010
44,scenario2_alt,BHGR,19679
44,scenario2_alt,COYE,366486
44,scenario2_alt,LAZB,437629
44,scenario2_alt,NUWO,13007
44,scenario2_alt,SOSP,1495800
44,scenario2_alt,SPTO,375703
44,scenario2_alt,YBCH,721
44,scenario2_alt,YEWA,256688
44,scenario2_alt,TOTAL,2158877
44,scenario3_alt,ATFL,85825
44,scenario3_alt,BHGR,58243
44,scenario3_alt,COYE,410030
44,scenario3_alt,LAZB,438117
44,scenario3_alt,NUWO,49093
44,scenario3_alt,SOSP,1485241
44,scenario3_alt,SPTO,511216
44,scenario3_alt,YBCH,721
44,scenario3_alt,YEWA,248846
44,scenario3_alt,TOTAL,2245389
45,baseline,ATFL,43738
45,baseline,BHGR,47074
45,baseline,COYE,553883
45,baseline,LAZB,41430
45,baseline,NUWO,34655
45,baseline,SOSP,1042588
45,baseline,SPTO,173854
45,baseline,YBCH,379
45,baseline,YEWA,40792
45,baseline,TOTAL,1349764
45,scenario1,ATFL,66848
45,scenario1,BHGR,82433
45,scenario1,COYE,597572
45,scenario1,LAZB,42536
45,scenario1,NUWO,77157
45,scenario1,SOSP,1108183
45,scenario1,SPTO,234736
45,scenario1,YBCH,812
45,scenario1,YEWA,40758
45,scenario1,TOTAL,1468300
45,scenario2_alt,ATFL,37477
45,scenario2_alt,BHGR,43405
45,scenario2_alt,COYE,526671
45,scenario2_alt,LAZB,39736
45,scenario2_alt,NUWO,26739
45,scenario2_alt,SOSP,1053460
45,scenario2_alt,SPTO,196344
45,scenario2_alt,YBCH,314
45,scenario2_alt,YEWA,37118
45,scenario2_alt,TOTAL,1347481
45,scenario3_alt,ATFL,66006
45,scenario3_alt,BHGR,81646
45,scenario3_alt,COYE,570944
45,scenario3_alt,LAZB,39898
45,scenario3_alt,NUWO,67991
45,scenario3_alt,SOSP,1132806
45,scenario3_alt,SPTO,279320
45,scenario3_alt,YBCH,558
45,scenario3_alt,YEWA,38289
45,scenario3_alt,TOTAL,1492742
46,baseline,ATFL,92527
46,baseline,BHGR,35167
46,baseline,COYE,517073
46,baseline,LAZB,40112
46,baseline,NUWO,30370
46,baseline,SOSP,1314890
46,baseline,SPTO,198524
46,baseline,YBCH,101399
46,baseline,YEWA,355288
46,baseline,TOTAL,1921590
46,scenario1,ATFL,133581
46,scenario1,BHGR,79441
46,scenario1,COYE,548789
46,scenario1,LAZB,44211
46,scenario1,NUWO,69055
46,scenario1,SOSP,1345462
46,scenario1,SPTO,269045
46,scenario1,YBCH,98385
46,scenario1,YEWA,387614
46,scenario1,TOTAL,2011097
46,scenario2_alt,ATFL,89271
46,scenario2_alt,BHGR,28534
46,scenario2_alt,COYE,495655
46,scenario2_alt,LAZB,41423
46,scenario2_alt,NUWO,24439
46,scenario2_alt,SOSP,1359539
46,scenario2_alt,SPTO,213541
46,scenario2_alt,YBCH,120133
46,scenario2_alt,YEWA,388300
46,scenario2_alt,TOTAL,1988807
46,scenario3_alt,ATFL,138971
46,scenario3_alt,BHGR,76392
46,scenario3_alt,COYE,530034
46,scenario3_alt,LAZB,52998
46,scenario3_alt,NUWO,64898
46,scenario3_alt,SOSP,1389470
46,scenario3_alt,SPTO,311094
46,scenario3_alt,YBCH,108379
46,scenario3_alt,YEWA,422706
46,scenario3_alt,TOTAL,2080422
47,baseline,ATFL,53066
47,baseline,BHGR,51872
47,baseline,COYE,410448
47,baseline,LAZB,99255
47,baseline,NUWO,16120
47,baseline,SOSP,1251532
47,baseline,SPTO,184613
47,baseline,YBCH,241069
47,baseline,YEWA,67065
47,baseline,TOTAL,1729171
47,scenario1,ATFL,112370
47,scenario1,BHGR,121496
47,scenario1,COYE,476609
47,scenario1,LAZB,94675
47,scenario1,NUWO,45982
47,scenario1,SOSP,1282173
47,scenario1,SPTO,257579
47,scenario1,YBCH,221006
47,scenario1,YEWA,75414
47,scenario1,TOTAL,1830139
47,scenario2_alt,ATFL,46166
47,scenario2_alt,BHGR,46996
47,scenario2_alt,COYE,395695
47,scenario2_alt,LAZB,84609
47,scenario2_alt,NUWO,13540
47,scenario2_alt,SOSP,1223140
47,scenario2_alt,SPTO,244313
47,scenario2_alt,YBCH,201060
47,scenario2_alt,YEWA,67937
47,scenario2_alt,TOTAL,1695301
47,scenario3_alt,ATFL,118264
47,scenario3_alt,BHGR,125549
47,scenario3_alt,COYE,459360
47,scenario3_alt,LAZB,81100
47,scenario3_alt,NUWO,43709
47,scenario3_alt,SOSP,1255214
47,scenario3_alt,SPTO,324220
47,scenario3_alt,YBCH,176305
47,scenario3_alt,YEWA,76576
47,scenario3_alt,TOTAL,1802766
48,baseline,ATFL,34784
48,baseline,BHGR,36283
48,baseline,COYE,438936
48,baseline,LAZB,18680
48,baseline,NUWO,25423
48,baseline,SOSP,2189989
48,baseline,SPTO,350923
48,baseline,YBCH,562792
48,baseline,YEWA,99924
48,baseline,TOTAL,2509879
48,scenario1,ATFL,76028
48,scenario1,BHGR,51178
48,scenario1,COYE,490308
48,scenario1,LAZB,47424
48,scenario1,NUWO,71371
48,scenario1,SOSP,2173716
48,scenario1,SPTO,430158
48,scenario1,YBCH,563063
48,scenario1,YEWA,117706
48,scenario1,TOTAL,2574175
48,scenario2_alt,ATFL,29146
48,scenario2_alt,BHGR,32622
48,scenario2_alt,COYE,398677
48,scenario2_alt,LAZB,16634
48,scenario2_alt,NUWO,17525
48,scenario2_alt,SOSP,2210805
48,scenario2_alt,SPTO,428098
48,scenario2_alt,YBCH,455221
48,scenario2_alt,YEWA,131179
48,scenario2_alt,TOTAL,2509045
48,scenario3_alt,ATFL,71705
48,scenario3_alt,BHGR,49299
48,scenario3_alt,COYE,451597
48,scenario3_alt,LAZB,44240
48,scenario3_alt,NUWO,66271
48,scenario3_alt,SOSP,2184400
48,scenario3_alt,SPTO,517658
48,scenario3_alt,YBCH,438307
48,scenario3_alt,YEWA,151741
48,scenario3_alt,TOTAL,2572046
49,baseline,ATFL,58283
49,baseline,BHGR,47323
49,baseline,COYE,481835
49,baseline,LAZB,222116
49,baseline,NUWO,42090
49,baseline,SOSP,1446389
49,baseline,SPTO,274418
49,baseline,YBCH,535
49,baseline,YEWA,59913
49,baseline,TOTAL,1959707
49,scenario1,ATFL,96866
49,scenario1,BHGR,78707
49,scenario1,COYE,527022
49,scenario1,LAZB,209540
49,scenario1,NUWO,83634
49,scenario1,SOSP,1470083
49,scenario1,SPTO,345755
49,scenario1,YBCH,543
49,scenario1,YEWA,67649
49,scenario1,TOTAL,2030669
49,scenario2_alt,ATFL,49566
49,scenario2_alt,BHGR,42983
49,scenario2_alt,COYE,454917
49,scenario2_alt,LAZB,205813
49,scenario2_alt,NUWO,32045
49,scenario2_alt,SOSP,1448838
49,scenario2_alt,SPTO,308543
49,scenario2_alt,YBCH,227
49,scenario2_alt,YEWA,68763
49,scenario2_alt,TOTAL,1955679
49,scenario3_alt,ATFL,97544
49,scenario3_alt,BHGR,78504
49,scenario3_alt,COYE,499975
49,scenario3_alt,LAZB,194466
49,scenario3_alt,NUWO,75542
49,scenario3_alt,SOSP,1490582
49,scenario3_alt,SPTO,383121
49,scenario3_alt,YBCH,235
49,scenario3_alt,YEWA,82010
49,scenario3_alt,TOTAL,2045265
50,baseline,ATFL,46053
50,baseline,BHGR,51317
50,baseline,COYE,512984
50,baseline,LAZB,437436
50,baseline,NUWO,20397
50,baseline,SOSP,657932
50,baseline,SPTO,394284
50,baseline,YBCH,23
50,baseline,YEWA,37742
50,baseline,TOTAL,1602224
50,scenario1,ATFL,71992
50,scenario1,BHGR,83335
50,scenario1,COYE,523674
50,scenario1,LAZB,437436
50,scenario1,NUWO,63006
50,scenario1,SOSP,695350
50,scenario1,SPTO,457228
50,scenario1,YBCH,233
50,scenario1,YEWA,51510
50,scenario1,TOTAL,1692227
50,scenario2_alt,ATFL,38550
50,scenario2_alt,BHGR,45992
50,scenario2_alt,COYE,486755
50,scenario2_alt,LAZB,437436
50,scenario2_alt,NUWO,14496
50,scenario2_alt,SOSP,689128
50,scenario2_alt,SPTO,559246
50,scenario2_alt,YBCH,1
50,scenario2_alt,YEWA,36229
50,scenario2_alt,TOTAL,1705699
50,scenario3_alt,ATFL,70740
50,scenario3_alt,BHGR,80490
50,scenario3_alt,COYE,505926
50,scenario3_alt,LAZB,437436
50,scenario3_alt,NUWO,58318
50,scenario3_alt,SOSP,732569
50,scenario3_alt,SPTO,633695
50,scenario3_alt,YBCH,205
50,scenario3_alt,YEWA,51173
50,scenario3_alt,TOTAL,1804071
