scenario,ZONE,CODE_NAME,LABEL,area
scenario2_perennialexpand,San Joaquin,BARREN,Barren,157.76999999999998
scenario2_perennialexpand,San Joaquin,FIELD_CORN,Corn,19102.59
scenario2_perennialexpand,San Joaquin,FIELD_OTHER,Other Field Crops,2276.37
scenario2_perennialexpand,San Joaquin,GRAIN&HAY_OTHER,Other Grains,2329.29
scenario2_perennialexpand,San Joaquin,GRAIN&HAY_WHEAT,Wheat,5284.71
scenario2_perennialexpand,San Joaquin,GRASSLAND,Grassland,5003.37
scenario2_perennialexpand,San Joaquin,IDLE,Idle,11898.449999999999
scenario2_perennialexpand,San Joaquin,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,608.31
scenario2_perennialexpand,San Joaquin,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,18195.03
scenario2_perennialexpand,San Joaquin,PASTURE_ALFALFA,Alfalfa,10203.75
scenario2_perennialexpand,San Joaquin,PASTURE_OTHER,Other Pasture,3414.7799999999997
scenario2_perennialexpand,San Joaquin,RICE,Rice,1211.3999999999999
scenario2_perennialexpand,San Joaquin,RIPARIAN,Riparian,2641.41
scenario2_perennialexpand,San Joaquin,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,111.24
scenario2_perennialexpand,San Joaquin,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,612.36
scenario2_perennialexpand,San Joaquin,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,521.55
scenario2_perennialexpand,San Joaquin,RIPARIAN_FOREST_SALIX,Riparian - Willow,354.59999999999997
scenario2_perennialexpand,San Joaquin,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,174.15
scenario2_perennialexpand,San Joaquin,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,51.48
scenario2_perennialexpand,San Joaquin,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,816.03
scenario2_perennialexpand,San Joaquin,ROW,Row Crops,9870.119999999999
scenario2_perennialexpand,San Joaquin,SCRUB,Scrub,28.169999999999998
scenario2_perennialexpand,San Joaquin,URBAN,Urban,16702.11
scenario2_perennialexpand,San Joaquin,VINEYARD,Vineyard,8187.929999999999
scenario2_perennialexpand,San Joaquin,WATER,Water,7714.98
scenario2_perennialexpand,San Joaquin,WETLAND_MANAGED,Managed Wetland,337.23
scenario2_perennialexpand,San Joaquin,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,0.72
scenario2_perennialexpand,San Joaquin,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,336.51
scenario2_perennialexpand,San Joaquin,WETLAND_OTHER,Other Wetland,2633.04
scenario2_perennialexpand,San Joaquin,WETLAND_TIDAL,Tidal Wetland,444.41999999999996
scenario2_perennialexpand,San Joaquin,WOODLAND,Woodland,317.52
scenario2_perennialexpand,Solano,BARREN,Barren,7.83
scenario2_perennialexpand,Solano,FIELD_CORN,Corn,2302.74
scenario2_perennialexpand,Solano,FIELD_OTHER,Other Field Crops,1717.3799999999999
scenario2_perennialexpand,Solano,GRAIN&HAY_OTHER,Other Grains,1561.05
scenario2_perennialexpand,Solano,GRAIN&HAY_WHEAT,Wheat,1222.47
scenario2_perennialexpand,Solano,GRASSLAND,Grassland,5073.03
scenario2_perennialexpand,Solano,IDLE,Idle,2141.64
scenario2_perennialexpand,Solano,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,18.99
scenario2_perennialexpand,Solano,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1471.6799999999998
scenario2_perennialexpand,Solano,PASTURE_ALFALFA,Alfalfa,3098.7
scenario2_perennialexpand,Solano,PASTURE_OTHER,Other Pasture,7863.299999999999
scenario2_perennialexpand,Solano,RICE,Rice,0
scenario2_perennialexpand,Solano,RIPARIAN,Riparian,660.42
scenario2_perennialexpand,Solano,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,95.03999999999999
scenario2_perennialexpand,Solano,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,99.63
scenario2_perennialexpand,Solano,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,47.699999999999996
scenario2_perennialexpand,Solano,RIPARIAN_FOREST_SALIX,Riparian - Willow,78.39
scenario2_perennialexpand,Solano,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,132.12
scenario2_perennialexpand,Solano,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,1.53
scenario2_perennialexpand,Solano,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,206.01
scenario2_perennialexpand,Solano,ROW,Row Crops,540
scenario2_perennialexpand,Solano,SCRUB,Scrub,33.57
scenario2_perennialexpand,Solano,URBAN,Urban,622.17
scenario2_perennialexpand,Solano,VINEYARD,Vineyard,1165.95
scenario2_perennialexpand,Solano,WATER,Water,4576.95
scenario2_perennialexpand,Solano,WETLAND_MANAGED,Managed Wetland,824.22
scenario2_perennialexpand,Solano,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,33.48
scenario2_perennialexpand,Solano,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,790.74
scenario2_perennialexpand,Solano,WETLAND_OTHER,Other Wetland,1630.1699999999998
scenario2_perennialexpand,Solano,WETLAND_TIDAL,Tidal Wetland,687.51
scenario2_perennialexpand,Solano,WOODLAND,Woodland,43.11
scenario2_perennialexpand,Yolo,BARREN,Barren,0
scenario2_perennialexpand,Yolo,FIELD_CORN,Corn,390.51
scenario2_perennialexpand,Yolo,FIELD_OTHER,Other Field Crops,1445.22
scenario2_perennialexpand,Yolo,GRAIN&HAY_OTHER,Other Grains,1539.54
scenario2_perennialexpand,Yolo,GRAIN&HAY_WHEAT,Wheat,1617.3
scenario2_perennialexpand,Yolo,GRASSLAND,Grassland,3472.1099999999997
scenario2_perennialexpand,Yolo,IDLE,Idle,2630.52
scenario2_perennialexpand,Yolo,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,33.21
scenario2_perennialexpand,Yolo,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1278
scenario2_perennialexpand,Yolo,PASTURE_ALFALFA,Alfalfa,913.3199999999999
scenario2_perennialexpand,Yolo,PASTURE_OTHER,Other Pasture,3374.46
scenario2_perennialexpand,Yolo,RICE,Rice,1090.71
scenario2_perennialexpand,Yolo,RIPARIAN,Riparian,1006.1999999999999
scenario2_perennialexpand,Yolo,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,92.25
scenario2_perennialexpand,Yolo,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,302.21999999999997
scenario2_perennialexpand,Yolo,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,300.96
scenario2_perennialexpand,Yolo,RIPARIAN_FOREST_SALIX,Riparian - Willow,145.17
scenario2_perennialexpand,Yolo,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,23.58
scenario2_perennialexpand,Yolo,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,5.13
scenario2_perennialexpand,Yolo,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,136.89
scenario2_perennialexpand,Yolo,ROW,Row Crops,1265.04
scenario2_perennialexpand,Yolo,SCRUB,Scrub,0
scenario2_perennialexpand,Yolo,URBAN,Urban,3263.31
scenario2_perennialexpand,Yolo,VINEYARD,Vineyard,5915.88
scenario2_perennialexpand,Yolo,WATER,Water,1752.12
scenario2_perennialexpand,Yolo,WETLAND_MANAGED,Managed Wetland,3329.0099999999998
scenario2_perennialexpand,Yolo,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,104.49
scenario2_perennialexpand,Yolo,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,3224.52
scenario2_perennialexpand,Yolo,WETLAND_OTHER,Other Wetland,2330.8199999999997
scenario2_perennialexpand,Yolo,WETLAND_TIDAL,Tidal Wetland,616.14
scenario2_perennialexpand,Yolo,WOODLAND,Woodland,58.5
scenario2_perennialexpand_win,Contra Costa & Alameda,BARREN,Barren,17.009999999999998
scenario2_perennialexpand_win,Contra Costa & Alameda,FIELD_CORN,Corn,3794.58
scenario2_perennialexpand_win,Contra Costa & Alameda,FIELD_OTHER,Other Field Crops,490.68
scenario2_perennialexpand_win,Contra Costa & Alameda,GRAIN&HAY_OTHER,Other Grains,1217.52
scenario2_perennialexpand_win,Contra Costa & Alameda,GRAIN&HAY_WHEAT,Wheat,1137.96
scenario2_perennialexpand_win,Contra Costa & Alameda,GRASSLAND,Grassland,4191.21
scenario2_perennialexpand_win,Contra Costa & Alameda,IDLE,Idle,2928.87
scenario2_perennialexpand_win,Contra Costa & Alameda,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,5.85
scenario2_perennialexpand_win,Contra Costa & Alameda,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1213.47
scenario2_perennialexpand_win,Contra Costa & Alameda,PASTURE_ALFALFA,Alfalfa,1267.02
scenario2_perennialexpand_win,Contra Costa & Alameda,PASTURE_OTHER,Other Pasture,3985.83
scenario2_perennialexpand_win,Contra Costa & Alameda,RICE,Rice,0
scenario2_perennialexpand_win,Contra Costa & Alameda,RIPARIAN,Riparian,1136.25
scenario2_perennialexpand_win,Contra Costa & Alameda,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,71.55
scenario2_perennialexpand_win,Contra Costa & Alameda,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,169.2
scenario2_perennialexpand_win,Contra Costa & Alameda,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,25.38
scenario2_perennialexpand_win,Contra Costa & Alameda,RIPARIAN_FOREST_SALIX,Riparian - Willow,119.33999999999999
scenario2_perennialexpand_win,Contra Costa & Alameda,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,343.8
scenario2_perennialexpand_win,Contra Costa & Alameda,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,24.84
scenario2_perennialexpand_win,Contra Costa & Alameda,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,382.14
scenario2_perennialexpand_win,Contra Costa & Alameda,ROW,Row Crops,1779.84
scenario2_perennialexpand_win,Contra Costa & Alameda,SCRUB,Scrub,174.6
scenario2_perennialexpand_win,Contra Costa & Alameda,URBAN,Urban,12869.189999999999
scenario2_perennialexpand_win,Contra Costa & Alameda,VINEYARD,Vineyard,810
scenario2_perennialexpand_win,Contra Costa & Alameda,WATER,Water,7042.23
scenario2_perennialexpand_win,Contra Costa & Alameda,WETLAND_MANAGED,Managed Wetland,0
scenario2_perennialexpand_win,Contra Costa & Alameda,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,0
scenario2_perennialexpand_win,Contra Costa & Alameda,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,0
scenario2_perennialexpand_win,Contra Costa & Alameda,WETLAND_OTHER,Other Wetland,2107.17
scenario2_perennialexpand_win,Contra Costa & Alameda,WETLAND_TIDAL,Tidal Wetland,763.74
scenario2_perennialexpand_win,Contra Costa & Alameda,WOODLAND,Woodland,174.6
scenario2_perennialexpand_win,Sacramento,BARREN,Barren,3.96
scenario2_perennialexpand_win,Sacramento,FIELD_CORN,Corn,4627.98
scenario2_perennialexpand_win,Sacramento,FIELD_OTHER,Other Field Crops,824.4
scenario2_perennialexpand_win,Sacramento,GRAIN&HAY_OTHER,Other Grains,3315.6
scenario2_perennialexpand_win,Sacramento,GRAIN&HAY_WHEAT,Wheat,1155.1499999999999
scenario2_perennialexpand_win,Sacramento,GRASSLAND,Grassland,1943.01
scenario2_perennialexpand_win,Sacramento,IDLE,Idle,3482.37
scenario2_perennialexpand_win,Sacramento,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,148.59
scenario2_perennialexpand_win,Sacramento,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,3317.22
scenario2_perennialexpand_win,Sacramento,PASTURE_ALFALFA,Alfalfa,2121.75
scenario2_perennialexpand_win,Sacramento,PASTURE_OTHER,Other Pasture,4118.3099999999995
scenario2_perennialexpand_win,Sacramento,RICE,Rice,377.82
scenario2_perennialexpand_win,Sacramento,RIPARIAN,Riparian,2207.25
scenario2_perennialexpand_win,Sacramento,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,167.13
scenario2_perennialexpand_win,Sacramento,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,407.7
scenario2_perennialexpand_win,Sacramento,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,761.9399999999999
scenario2_perennialexpand_win,Sacramento,RIPARIAN_FOREST_SALIX,Riparian - Willow,222.39
scenario2_perennialexpand_win,Sacramento,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,194.57999999999998
scenario2_perennialexpand_win,Sacramento,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,29.61
scenario2_perennialexpand_win,Sacramento,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,423.9
scenario2_perennialexpand_win,Sacramento,ROW,Row Crops,704.43
scenario2_perennialexpand_win,Sacramento,SCRUB,Scrub,4.05
scenario2_perennialexpand_win,Sacramento,URBAN,Urban,3327.75
scenario2_perennialexpand_win,Sacramento,VINEYARD,Vineyard,6656.04
scenario2_perennialexpand_win,Sacramento,WATER,Water,5684.8499999999995
scenario2_perennialexpand_win,Sacramento,WETLAND_MANAGED,Managed Wetland,1514.1599999999999
scenario2_perennialexpand_win,Sacramento,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,796.68
scenario2_perennialexpand_win,Sacramento,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,717.48
scenario2_perennialexpand_win,Sacramento,WETLAND_OTHER,Other Wetland,1395.36
scenario2_perennialexpand_win,Sacramento,WETLAND_TIDAL,Tidal Wetland,1036.8899999999999
scenario2_perennialexpand_win,Sacramento,WOODLAND,Woodland,168.93
scenario2_perennialexpand_win,San Joaquin,BARREN,Barren,157.76999999999998
scenario2_perennialexpand_win,San Joaquin,FIELD_CORN,Corn,12195.99
scenario2_perennialexpand_win,San Joaquin,FIELD_OTHER,Other Field Crops,1262.34
scenario2_perennialexpand_win,San Joaquin,GRAIN&HAY_OTHER,Other Grains,8486.46
scenario2_perennialexpand_win,San Joaquin,GRAIN&HAY_WHEAT,Wheat,7817.3099999999995
scenario2_perennialexpand_win,San Joaquin,GRASSLAND,Grassland,5003.37
scenario2_perennialexpand_win,San Joaquin,IDLE,Idle,11898.449999999999
scenario2_perennialexpand_win,San Joaquin,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,608.31
scenario2_perennialexpand_win,San Joaquin,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,18195.03
scenario2_perennialexpand_win,San Joaquin,PASTURE_ALFALFA,Alfalfa,10455.48
scenario2_perennialexpand_win,San Joaquin,PASTURE_OTHER,Other Pasture,3264.8399999999997
scenario2_perennialexpand_win,San Joaquin,RICE,Rice,1211.3999999999999
scenario2_perennialexpand_win,San Joaquin,RIPARIAN,Riparian,2641.41
scenario2_perennialexpand_win,San Joaquin,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,111.24
scenario2_perennialexpand_win,San Joaquin,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,612.36
scenario2_perennialexpand_win,San Joaquin,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,521.55
scenario2_perennialexpand_win,San Joaquin,RIPARIAN_FOREST_SALIX,Riparian - Willow,354.59999999999997
scenario2_perennialexpand_win,San Joaquin,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,174.15
scenario2_perennialexpand_win,San Joaquin,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,51.48
scenario2_perennialexpand_win,San Joaquin,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,816.03
scenario2_perennialexpand_win,San Joaquin,ROW,Row Crops,8999.19
scenario2_perennialexpand_win,San Joaquin,SCRUB,Scrub,28.169999999999998
scenario2_perennialexpand_win,San Joaquin,URBAN,Urban,16702.11
scenario2_perennialexpand_win,San Joaquin,VINEYARD,Vineyard,8187.929999999999
scenario2_perennialexpand_win,San Joaquin,WATER,Water,7714.98
scenario2_perennialexpand_win,San Joaquin,WETLAND_MANAGED,Managed Wetland,337.23
scenario2_perennialexpand_win,San Joaquin,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,0.72
scenario2_perennialexpand_win,San Joaquin,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,336.51
scenario2_perennialexpand_win,San Joaquin,WETLAND_OTHER,Other Wetland,2633.04
scenario2_perennialexpand_win,San Joaquin,WETLAND_TIDAL,Tidal Wetland,444.41999999999996
scenario2_perennialexpand_win,San Joaquin,WOODLAND,Woodland,317.52
scenario2_perennialexpand_win,Solano,BARREN,Barren,7.83
scenario2_perennialexpand_win,Solano,FIELD_CORN,Corn,837.0899999999999
scenario2_perennialexpand_win,Solano,FIELD_OTHER,Other Field Crops,1641.06
scenario2_perennialexpand_win,Solano,GRAIN&HAY_OTHER,Other Grains,2547.36
scenario2_perennialexpand_win,Solano,GRAIN&HAY_WHEAT,Wheat,1846.4399999999998
scenario2_perennialexpand_win,Solano,GRASSLAND,Grassland,5073.03
scenario2_perennialexpand_win,Solano,IDLE,Idle,2141.64
scenario2_perennialexpand_win,Solano,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,18.99
scenario2_perennialexpand_win,Solano,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1471.6799999999998
scenario2_perennialexpand_win,Solano,PASTURE_ALFALFA,Alfalfa,3071.52
scenario2_perennialexpand_win,Solano,PASTURE_OTHER,Other Pasture,7857.09
scenario2_perennialexpand_win,Solano,RICE,Rice,0
scenario2_perennialexpand_win,Solano,RIPARIAN,Riparian,660.42
scenario2_perennialexpand_win,Solano,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,95.03999999999999
scenario2_perennialexpand_win,Solano,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,99.63
scenario2_perennialexpand_win,Solano,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,47.699999999999996
scenario2_perennialexpand_win,Solano,RIPARIAN_FOREST_SALIX,Riparian - Willow,78.39
scenario2_perennialexpand_win,Solano,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,132.12
scenario2_perennialexpand_win,Solano,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,1.53
scenario2_perennialexpand_win,Solano,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,206.01
scenario2_perennialexpand_win,Solano,ROW,Row Crops,505.08
scenario2_perennialexpand_win,Solano,SCRUB,Scrub,33.57
scenario2_perennialexpand_win,Solano,URBAN,Urban,622.17
scenario2_perennialexpand_win,Solano,VINEYARD,Vineyard,1165.95
scenario2_perennialexpand_win,Solano,WATER,Water,4576.95
scenario2_perennialexpand_win,Solano,WETLAND_MANAGED,Managed Wetland,824.22
scenario2_perennialexpand_win,Solano,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,33.48
scenario2_perennialexpand_win,Solano,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,790.74
scenario2_perennialexpand_win,Solano,WETLAND_OTHER,Other Wetland,1630.1699999999998
scenario2_perennialexpand_win,Solano,WETLAND_TIDAL,Tidal Wetland,687.51
scenario2_perennialexpand_win,Solano,WOODLAND,Woodland,43.11
scenario2_perennialexpand_win,Yolo,BARREN,Barren,0
scenario2_perennialexpand_win,Yolo,FIELD_CORN,Corn,274.23
scenario2_perennialexpand_win,Yolo,FIELD_OTHER,Other Field Crops,1309.77
scenario2_perennialexpand_win,Yolo,GRAIN&HAY_OTHER,Other Grains,1876.77
scenario2_perennialexpand_win,Yolo,GRAIN&HAY_WHEAT,Wheat,1625.6699999999998
scenario2_perennialexpand_win,Yolo,GRASSLAND,Grassland,3472.1099999999997
scenario2_perennialexpand_win,Yolo,IDLE,Idle,2630.52
scenario2_perennialexpand_win,Yolo,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,33.21
scenario2_perennialexpand_win,Yolo,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1278
scenario2_perennialexpand_win,Yolo,PASTURE_ALFALFA,Alfalfa,913.3199999999999
scenario2_perennialexpand_win,Yolo,PASTURE_OTHER,Other Pasture,3374.46
scenario2_perennialexpand_win,Yolo,RICE,Rice,1090.71
scenario2_perennialexpand_win,Yolo,RIPARIAN,Riparian,1006.1999999999999
scenario2_perennialexpand_win,Yolo,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,92.25
scenario2_perennialexpand_win,Yolo,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,302.21999999999997
scenario2_perennialexpand_win,Yolo,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,300.96
scenario2_perennialexpand_win,Yolo,RIPARIAN_FOREST_SALIX,Riparian - Willow,145.17
scenario2_perennialexpand_win,Yolo,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,23.58
scenario2_perennialexpand_win,Yolo,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,5.13
scenario2_perennialexpand_win,Yolo,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,136.89
scenario2_perennialexpand_win,Yolo,ROW,Row Crops,1171.1699999999998
scenario2_perennialexpand_win,Yolo,SCRUB,Scrub,0
scenario2_perennialexpand_win,Yolo,URBAN,Urban,3263.31
scenario2_perennialexpand_win,Yolo,VINEYARD,Vineyard,5915.88
scenario2_perennialexpand_win,Yolo,WATER,Water,1752.12
scenario2_perennialexpand_win,Yolo,WETLAND_MANAGED,Managed Wetland,3329.0099999999998
scenario2_perennialexpand_win,Yolo,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,104.49
scenario2_perennialexpand_win,Yolo,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,3224.52
scenario2_perennialexpand_win,Yolo,WETLAND_OTHER,Other Wetland,2330.8199999999997
scenario2_perennialexpand_win,Yolo,WETLAND_TIDAL,Tidal Wetland,616.14
scenario2_perennialexpand_win,Yolo,WOODLAND,Woodland,58.5
