year,CODE_NAME,SUBCLASS,site_name,chemname,repro,carcinogen,groundwater,air,aquatic,critical,lbs_chm_used,acre_treated,acre_planted
2014,ROW,TOMATOES (PROCESSING),"TOMATO, PROCESSING",PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,3457.62491632,20395.01,21213.31
2014,ROW,TOMATOES (PROCESSING),"TOMATO, PROCESSING",TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,15288.70973786,19633.23,21649.94
2014,URBAN,URBAN,LANDSCAPE MAINTENANCE,OXADIAZON,TRUE,TRUE,NA,NA,NA,NA,0.11000000000000001,1715,19
2014,URBAN,URBAN,UNCULTIVATED NON-AG,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,149.7027636,167,1121
2014,URBAN,URBAN,UNCULTIVATED NON-AG,ALUMINUM PHOSPHIDE,NA,NA,NA,TRUE,NA,NA,0.09522,40,400
2014,URBAN,URBAN,UNCULTIVATED NON-AG,BROMACIL,NA,NA,TRUE,NA,TRUE,TRUE,335.2,173,497
2014,URBAN,URBAN,UNCULTIVATED NON-AG,DIURON,NA,TRUE,TRUE,NA,TRUE,TRUE,1447.188601,416,1117
2014,URBAN,URBAN,UNCULTIVATED NON-AG,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,5560.5540002,2617.14,8370
2014,URBAN,URBAN,UNCULTIVATED NON-AG,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,1755.0754370000002,836,2302
2014,URBAN,URBAN,UNCULTIVATED NON-AG,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,612.6928582,2162,6820
2014,URBAN,URBAN,UNCULTIVATED NON-AG,PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,21.6227263,25,25
2014,URBAN,URBAN,UNCULTIVATED NON-AG,PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,170.4536856,45,400
2014,URBAN,URBAN,UNCULTIVATED NON-AG,ZINC PHOSPHIDE,NA,NA,NA,TRUE,NA,NA,12,100,150
2014,VINEYARD,VINEYARD,GRAPE,ABAMECTIN,TRUE,NA,NA,NA,TRUE,NA,12.73713,645,645
2014,VINEYARD,VINEYARD,GRAPE,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,3.746785,1.25,2.5
2014,VINEYARD,VINEYARD,GRAPE,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,819.0800864,395.8,5160
2014,VINEYARD,VINEYARD,GRAPE,IMIDACLOPRID,NA,NA,NA,NA,TRUE,NA,0.0812772,2.25,2.5
2014,VINEYARD,VINEYARD,GRAPE,MYCLOBUTANIL,TRUE,NA,NA,NA,NA,NA,7.438,51,649
2014,VINEYARD,VINEYARD,GRAPE,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,77.6140796,283.8,1935
2014,VINEYARD,VINEYARD,GRAPE,PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,62.393996800000004,649.75,650
2014,VINEYARD,VINEYARD,GRAPE,THIOPHANATE-METHYL,TRUE,NA,NA,NA,NA,NA,49.35,47,645
2014,VINEYARD,VINEYARD,"GRAPE, WINE","1,3-DICHLOROPROPENE",NA,TRUE,NA,TRUE,NA,NA,9076.21806,24,24
2014,VINEYARD,VINEYARD,"GRAPE, WINE","2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,302.7713175,514.62,765.34
2014,VINEYARD,VINEYARD,"GRAPE, WINE",ABAMECTIN,TRUE,NA,NA,NA,TRUE,NA,475.6622706,26529.35,29156.77
2014,VINEYARD,VINEYARD,"GRAPE, WINE",BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,10.1037791,110.03,947
2014,VINEYARD,VINEYARD,"GRAPE, WINE",CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,1.8584022,1.5,1.5
2014,VINEYARD,VINEYARD,"GRAPE, WINE",DIURON,NA,TRUE,TRUE,NA,TRUE,TRUE,1408.5201074,1560.21,2062.27
2014,VINEYARD,VINEYARD,"GRAPE, WINE",FENPROPATHRIN,NA,NA,NA,NA,NA,TRUE,314.9600229,1637.1,1822.1
2014,VINEYARD,VINEYARD,"GRAPE, WINE","GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,23360.404729,16911.01,30832.61
2014,VINEYARD,VINEYARD,"GRAPE, WINE","GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,23493.6060943,14873.24,28526.61
2014,VINEYARD,VINEYARD,"GRAPE, WINE",IMIDACLOPRID,NA,NA,NA,NA,TRUE,NA,2981.9501469,19087.98,20164.34
2014,VINEYARD,VINEYARD,"GRAPE, WINE",KRESOXIM-METHYL,NA,TRUE,NA,NA,NA,NA,992.86,7706.11,8701.47
2014,VINEYARD,VINEYARD,"GRAPE, WINE",MANCOZEB,NA,TRUE,NA,TRUE,TRUE,NA,602.58,338.44,338.44
2014,VINEYARD,VINEYARD,"GRAPE, WINE",MYCLOBUTANIL,TRUE,NA,NA,NA,NA,NA,809.2992,7392.04,10417.6
2014,VINEYARD,VINEYARD,"GRAPE, WINE",NORFLURAZON,NA,NA,TRUE,NA,TRUE,TRUE,264.56759999999997,652.6,1557
2014,VINEYARD,VINEYARD,"GRAPE, WINE",ORYZALIN,NA,TRUE,NA,NA,NA,NA,3403.7416732,1019.53,2584.5
2014,VINEYARD,VINEYARD,"GRAPE, WINE",OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,4941.5198214,12535.210000000001,27055.68
2014,VINEYARD,VINEYARD,"GRAPE, WINE",PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,5136.5210805,6138.11,14732.25
2014,VINEYARD,VINEYARD,"GRAPE, WINE",PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,9079.8000759,6235.34,10589.6
2014,VINEYARD,VINEYARD,"GRAPE, WINE",PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,1582.9300096,17920.92,19740.93
2014,VINEYARD,VINEYARD,"GRAPE, WINE",SIMAZINE,TRUE,NA,TRUE,NA,TRUE,TRUE,2551.5639035,2171.15,3098.69
2014,VINEYARD,VINEYARD,"GRAPE, WINE",THIOPHANATE-METHYL,TRUE,NA,NA,NA,NA,NA,466.725,539.5,1195
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,408.6683172,2394.96,2394.96
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),ATRAZINE,TRUE,NA,TRUE,NA,NA,TRUE,244.6612572,166.5,166.5
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),"ATRAZINE, OTHER RELATED",NA,NA,TRUE,NA,NA,TRUE,5.1688998,166.5,166.5
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,38.5590216,402,705
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,289.1658439,314,314
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,31.597356,64,64
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,24.8387328,509,584
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,6115.360945,4835.8,8735.15
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,38594.0298814,29832.22,35189.42
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,29.7996684,614,624
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),PERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,21,185,185
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),PHORATE,NA,NA,NA,NA,NA,TRUE,651.318,677.29,1135.3
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),PROPARGITE,TRUE,NA,NA,NA,TRUE,NA,400.3778176,160,268
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),PYRETHRINS,NA,NA,NA,NA,NA,TRUE,1.825245,50,50
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN","2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,356.8341816,394.40999999999997,959.41
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",ATRAZINE,TRUE,NA,TRUE,NA,NA,TRUE,907.578,1029,1029
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN","ATRAZINE, OTHER RELATED",NA,NA,TRUE,NA,NA,TRUE,18.522000000000002,1029,1029
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,252.3798725,3019.4,3020.6
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,176.6553705,537.2,537.2
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN","GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,8396.013784,7302.46,7982.31
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN","GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,21565.102124600002,15592.6,18148.63
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,4.6346928,149.2,149.2
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",PERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,27.6875,221.5,221.5
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",PHORATE,NA,NA,NA,NA,NA,TRUE,183.03199999999998,141,141
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",PROPARGITE,TRUE,NA,NA,NA,TRUE,NA,99.0075296,52,52
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,46.021137,46.3,46.3
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",(S)-CYPERMETHRIN,NA,NA,NA,NA,NA,TRUE,824.3533899,16762.82,30517.26
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",ATRAZINE,TRUE,NA,TRUE,NA,NA,TRUE,195.83876039999998,133.32999999999998,491
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION","ATRAZINE, OTHER RELATED",NA,NA,TRUE,NA,NA,TRUE,4.1374386,133.32999999999998,491
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,862.9150737,8727.1,20848.48
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",CARBARYL,TRUE,TRUE,NA,TRUE,TRUE,TRUE,120,60,250
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",CHLOROTHALONIL,NA,TRUE,NA,NA,TRUE,NA,1875.91518,1248,2121
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,1645.7084549,1677.45,3790.34
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",CYPERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,9.048755700000001,187,187
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,58.57299,1198,1905.1200000000001
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION","GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,662.2993201,180,180
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION","GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,2746.1680169,2219.7,2996.7
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",INDOXACARB,NA,NA,NA,NA,TRUE,NA,2.625,40,79
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,202.75870003,6026.95,9751.01
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",METHOMYL,NA,NA,NA,NA,TRUE,TRUE,11858.88204,27094.36,51665.47
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",OXYDEMETON-METHYL,TRUE,NA,NA,NA,NA,TRUE,972.21735,1129.5,1670.15
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,40.5390528,29,55
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,9.4696578,10,32
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,17.182699200000002,203,961
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PROPARGITE,TRUE,NA,NA,NA,TRUE,NA,1093.9207744,553.5,833
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,73.3715892,130,130
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,ATRAZINE,TRUE,NA,TRUE,NA,NA,TRUE,514.8700752,438,438
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,"ATRAZINE, OTHER RELATED",NA,NA,TRUE,NA,NA,TRUE,10.8775368,438,438
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,71.742608,268.4,268.4
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,65.8753782,93.6,93.6
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,346.9251585,697.6,738.6
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,54.009177,32.5,32.5
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,216.20028969999998,114,114
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,3.71889064,124,165
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,PROPARGITE,TRUE,NA,NA,NA,TRUE,NA,198.3725344,119.2,122.2
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SUDANGRASS,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,1106.7957108,1222.62,1224
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SUDANGRASS,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,29.890392,139,156
2015,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SUDANGRASS,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,33.68085629,1222.62,1224
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",(S)-CYPERMETHRIN,NA,NA,NA,NA,NA,TRUE,14.352030000000001,289,289
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",ABAMECTIN,TRUE,NA,NA,NA,TRUE,NA,29.21233982,2358,2478
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",ACEPHATE,NA,NA,NA,NA,NA,TRUE,703.275,767,767
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,81.1942549,909.2,977.4
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",CHLOROTHALONIL,NA,TRUE,NA,NA,TRUE,NA,153.70349399999998,102,102
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,1745.9774654999999,3694.5,3714.5
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED","GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,1121.044714,321,321
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED","GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,341.2091476,246,246
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",IMIDACLOPRID,NA,NA,NA,NA,TRUE,NA,27.6589042,1279.5,1330.2
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,106.29947797,3731.5,3845
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",METHOMYL,NA,NA,NA,NA,TRUE,TRUE,85.725,157.5,158.5
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED","NALED",NA,NA,NA,NA,TRUE,TRUE,217.13013800000002,223,233
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,23.0755494,92,92
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,431.2099512,368,368
2015,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,676.532473,774.1,774.1
2015,FIELD_OTHER,SAFFLOWER,SAFFLOWER,EPTC,TRUE,NA,NA,NA,NA,TRUE,304.9372142,100,100
2015,FIELD_OTHER,SAFFLOWER,SAFFLOWER,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,259.67181899999997,269,269
2015,FIELD_OTHER,SAFFLOWER,SAFFLOWER,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,1021.0897345,535.2,602.5
2015,FIELD_OTHER,SAFFLOWER,SAFFLOWER,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,10.818171,125,125
2015,FIELD_OTHER,SAFFLOWER,SAFFLOWER,TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,3087.27342164,3068.9,3112.1
2015,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,7.5095328,153,153
2015,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,3.6910008,147.7,147.7
2015,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,153.7620273,223,223
2015,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,106.84738899999999,142,142
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,FORAGE HAY/SILAGE,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,628.3949724,604,604
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,FORAGE HAY/SILAGE,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,54.4693212,307,307
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,FORAGE HAY/SILAGE,TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,170,85,85
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT,"2,4-D",NA,TRUE,NA,TRUE,NA,NA,200.24647720000002,408,411
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,157.1109612,280,280
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,32.671212,51.3,51.3
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),"2,4-D",NA,TRUE,NA,TRUE,NA,NA,43.14548,99.4,99.4
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,1815.6575154,2321.8,2795.8
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,190.35271219999998,292,320
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,1.1571456,43,43
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,RYE,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,51.3132048,45,45
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,TRITICALE,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,470.107872,414.6,454.6
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,TRITICALE,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,58.840446,166,166
2015,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,TRITICALE,DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,83.73854299999999,251,251
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,"2,4-D",NA,TRUE,NA,TRUE,NA,NA,148.0935232,341.28,366.08
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,6381.2533698,6802.17,7273.17
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,1102.1940882,2077,2265.7
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,16.704787,36,36
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,483.978227,318.7,356.7
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,200.808606,180,180
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,5.7789112,23,46
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,128.5323552,92,92
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,6.964512,97,98
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT,ZINC PHOSPHIDE,NA,NA,NA,TRUE,NA,NA,16.044,133.7,133.7
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),"2,4-D",NA,TRUE,NA,TRUE,NA,NA,447.3351316,902,916
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,2254.323327,2793.5,3459.7
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),ALUMINUM PHOSPHIDE,NA,NA,NA,TRUE,NA,NA,0.87306,55,55
2015,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,5.90634,100,100
2015,IDLE,IDLE,UNCULTIVATED AG,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,1505.8426233,1496.1,1561.5
2015,IDLE,IDLE,UNCULTIVATED AG,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,17.5418202,42.3,62.3
2015,IDLE,IDLE,UNCULTIVATED AG,CARBARYL,TRUE,TRUE,NA,TRUE,TRUE,TRUE,6,24,24
2015,IDLE,IDLE,UNCULTIVATED AG,CHLOROPICRIN,NA,NA,NA,TRUE,NA,NA,57.42,0.2,0.2
2015,IDLE,IDLE,UNCULTIVATED AG,CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,291.2346486,310,1210
2015,IDLE,IDLE,UNCULTIVATED AG,DIAZINON,NA,NA,NA,NA,TRUE,TRUE,1555.7742719999999,784,805
2015,IDLE,IDLE,UNCULTIVATED AG,ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,0.3660384,9,34
2015,IDLE,IDLE,UNCULTIVATED AG,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,12008.987412,10868.5,15870.6
2015,IDLE,IDLE,UNCULTIVATED AG,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,23049.3453328,15725.81,21888.32
2015,IDLE,IDLE,UNCULTIVATED AG,ORYZALIN,NA,TRUE,NA,NA,NA,NA,414.830866,98.75,300
2015,IDLE,IDLE,UNCULTIVATED AG,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,1906.5195239,11885.74,15068.59
