METRIC_CATEGORY,METRIC_SUBTYPE,METRIC,CODE_NAME,SUBCLASS,SCORE,SCORE_MIN,SCORE_MAX,UNIT
healthy environment,pesticide application rate,total pesticides,ROW,TOMATOES (PROCESSING),17.34631170454576,8.65207950688606,32.57647382885372,pounds per ha
healthy environment,pesticide application rate,air pollution,URBAN,URBAN,0.013731249999427552,0.004398533394349803,0.020344621510785584,pounds per ha
biodiversity,pesticide application rate,aquatic contaminant,URBAN,URBAN,0.03901781990119487,0.005062300309410828,0.09104940294573743,pounds per ha
healthy environment,pesticide application rate,carcinogen,URBAN,URBAN,0.17231781246187206,0.10016997548182688,0.31017590033725023,pounds per ha
healthy environment,pesticide application rate,critical pesticides,URBAN,URBAN,0.02562865464592569,0.0019255823032182909,0.0670297948949475,pounds per ha
healthy environment,pesticide application rate,groundwater contaminant,URBAN,URBAN,0.025554192332556243,0.0019255823032182909,0.06665748332810027,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,URBAN,URBAN,2.736927724787773e-4,2.9903875352033645e-6,5.443951574223512e-4,pounds per ha
healthy environment,pesticide application rate,total pesticides,URBAN,URBAN,0.20136961202405354,0.11667732267375061,0.3550845250562481,pounds per ha
healthy environment,pesticide application rate,air pollution,VINEYARD,VINEYARD,2.6905738725507793,0.23210850592352672,7.599887731095916,pounds per ha
biodiversity,pesticide application rate,aquatic contaminant,VINEYARD,VINEYARD,2.4645189647690797,1.8026776528974584,2.910032413311415,pounds per ha
healthy environment,pesticide application rate,carcinogen,VINEYARD,VINEYARD,6.333918505921902,3.900545103603366,11.683828427566977,pounds per ha
healthy environment,pesticide application rate,critical pesticides,VINEYARD,VINEYARD,0.388026774905255,0.28108622586192467,0.4675288818414653,pounds per ha
healthy environment,pesticide application rate,groundwater contaminant,VINEYARD,VINEYARD,0.3162555352208334,0.26034524139543863,0.41940761963938383,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,VINEYARD,VINEYARD,0.46729105332962,0.2701591546576862,0.6070466350300879,pounds per ha
healthy environment,pesticide application rate,total pesticides,VINEYARD,VINEYARD,8.887845340057103,5.699483035349272,14.374664389718045,pounds per ha
healthy environment,pesticide application rate,carcinogen,WATER,WATER,0.004084776967205302,0.0015128805815138825,0.006656673352896722,pounds per ha
healthy environment,pesticide application rate,total pesticides,WATER,WATER,0.004084776967205302,0.0015128805815138825,0.006656673352896722,pounds per ha
